Document ID,Complex,Simple
14,Omdat de ontwikkelingen in het Nelson Mandelapark ongeveer 700 woningen betreft is geen toets nodig.,"Omdat het bij de ontwikkelingen in het Nelson Mandelapark om ongeveer 700 woningen gaat, is er geen toets nodig."
14,Planschadeovereenkomst: Met de ontwikkelaar(s) dient een planschadeovereenkomst gesloten te worden.,Planschadeovereenkomst: Met de ontwikkelaar(s) moeten we een planschadeovereenkomst afsluiten.
14,"Dit plan bestaat uit 10 bouwblokken, hiervan zijn 9 bestemd voor woningbouw en 1 voor een school.","Dit plan bestaat uit 10 bouwblokken, 9 voor woningbouw en 1 voor een school."
14,In de woonblokken komt een gevarieerd woonprogramma met woningen bestaande uit verschillende volumes waarvan de verdeling conform het vastgesteld beleid bestaat uit 40% sociaal-40 % middensegment en 20 % vrije sector.,"De verdeling is volgens het beleid: 40 procent sociaal, 40 procent middensegment en 20 procent vrije sector."
14,Alleen onder de woonblokken bestaande uit vrijesectorkoopwoningen worden parkeergarages gerealiseerd.,Alleen onder de woonblokken met vrijesectorkoopwoningen komen parkeergarages.
14,Alle plinten onder de woningen worden gedeeltelijk bestemd voor verschillende maatschappelijke en commerciële functies.,In de onderste bouwlaag onder de woningen komen voor een deel verschillende maatschappelijke en commerciële functies.
14,"Woningstichting Eigen Haard is de toegelaten instantie die de sociale woningen gaat realiseren en PM% van de middeldure huurwoningen, dit zijn de blokken PM.",Woningstichting Eigen Haard zorgt voor de sociale woningen en voor … procent van de middeldure huurwoningen.
14,De blokken Pm en de school zullen middels Meervoudige Openbare Tenderprocedure op de markt worden gezet.,De blokken … en de school komen via een Meervoudige Openbare Tenderprocedure op de markt.
14,"Op dit moment wordt nog nagedacht over de precieze opzet en de te hanteren selectiecriteria, maar het criterium duurzaamheid zal hierin een zwaarwegende rol spelen.",We denken nu nog na over de precieze opzet en de te gebruiken selectiecriteria. Maar het criterium duurzaamheid zal hierin een zwaarwegende rol spelen.
14,"Het streven is dat er medio voorjaar 2023 een vastgesteld omgevingsplan ligt en dat gelijktijdig de kavelpaspoorten en de selectieprocedure beschikbaar zijn, waarna de tender kan worden gestart.","We willen dat in het voorjaar van 2023 een vastgesteld omgevingsplan ligt. En dat dan ook de kavelpaspoorten en de selectieprocedure beschikbaar zijn, waarna we de tender kunnen starten."
14,Zodra de fasering van het plan bekend is wordt ook inzicht gegeven over de fasering van de Tender.,"Zodra we de fasering van het plan weten, kunnen we ook inzicht geven over de fasering van de Tender."
14,Daarnaast ligt hier ook een kans om ten minste een blok binnen deze locatie voor (een) bijzondere doelgroep(en) te ontwikkelen.,Daarnaast kunnen we ook meteen minstens 1 blok binnen deze locatie voor (een) bijzondere doelgroep(en) ontwikkelen.
14,Er is gekozen voor een wooncoöperatie: een (coöperatieve) vereniging die erfpachter wordt en de woningen verhuurt aan haar leden.,We kozen hierbij voor een wooncoöperatie: een (coöperatieve) vereniging die erfpachter wordt en de woningen verhuurt aan haar leden.
14,Deze woningen zullen voortdurend op basis van de doelstellingen van de coöperatie en in dat segment worden verhuurd.,De coöperatie zal deze woningen steeds vanuit de doelstellingen van de coöperatie en in dat segment verhuren.
14,Dit sluit ook goed aan bij de ambitie uit het collegeakkoord: “voor wooncoöperaties voor sociale en middenhuurders wordt het beter mogelijk gemaakt te participeren in transformatie en in nieuwbouw.”,Dit sluit ook goed aan bij het doel uit het collegeakkoord: “voor wooncoöperaties voor sociale en middenhuurders wordt het beter mogelijk gemaakt te participeren in transformatie en in nieuwbouw.”
14,Gezien het bovenstaande wordt in dit plan ingezet op een woningbouwprogramma dat gerealiseerd wordt door 1 of 2 wooncoöperaties.,Daarom werken we in dit plan met een woningbouwprogramma dat 1 of 2 wooncoöperaties opleveren.
14,"Hoe de precieze verdeling tussen het aantal sociale en middeldure huurwoningen gaat worden staat nog niet vast, maar dit zal gedurende de verdere uitwerking van het bouwplan duidelijk worden.",Hoe de precieze verdeling tussen het aantal sociale en middeldure huurwoningen gaat worden staat nog niet vast. Maar dit zal tijdens de verdere uitwerking van het bouwplan duidelijk worden.
14,"Zodra de inschrijving voor blok F wordt opengesteld, kunnen bestaande of nog op te richten wooncoöperaties zich aanmelden.","Zodra we de inschrijving voor blok F openstellen, kunnen bestaande of nog op te richten wooncoöperaties zich aanmelden."
14,"De planning is dezelfde als voor de Tender, namelijk dat we medio voorjaar 2023 het kavelpaspoort voor dit blok gereed hebben.","De planning is dezelfde als voor de Tender, namelijk dat we in het voorjaar 2023 het kavelpaspoort voor dit blok klaar hebben."
14,Daarna wordt de procedure gestart.,Daarna starten we de procedure.
14,Ervaring met andere woningbouwprojecten in de Bijlmer leert dat er voldoende belangstelling is voor het realiseren van een woonblok door een wooncoöperatie.,Ervaring met andere woningbouwprojecten in de Bijlmer leert dat er voldoende belangstelling is voor het bouwen van een woonblok door een wooncoöperatie.
14,De gemeente Amsterdam werkt voor de selectie van een wooncoöperatie met een kaartenbak.,We werken voor de selectie van een wooncoöperatie met een kaartenbak.
14,"Om in de kaartenbak te komen moeten wooncoöperaties aan een aantal voorwaarden voldoen Om groepen bewoners enthousiast te maken voor deze woonvorm is de gemeente onlangs gestart met voorlichtingsavonden waarin, zodra er een Stedenbouwkundig Plan is vastgesteld en duidelijk is wanneer een bepaalde zelfbouwkavel kan worden aangeboden bewoners van de wijken rondom deze kavel te benaderen.","Om in de kaartenbak te komen moeten wooncoöperaties aan een aantal voorwaarden voldoen Om groepen bewoners enthousiast te maken voor deze woonvorm zijn we onlangs gestart met voorlichtingsavonden. Zodra er een Stedenbouwkundig Plan is vastgesteld en duidelijk is wanneer we een bepaalde zelfbouwkavel kunnen benaderen, willen we bewoners van de wijken rondom deze kavel benaderen."
14,Het doel van dergelijke avonden is met name om de “plaatselijke” bewoners als eerste te informeren over de kavel en de mogelijkheden Voor meer gedetailleerde inf0rmatie omtrent de procedure en aanpak verwijzen wij naar Link met zelfbouw gemeente Amsterdam/ Stichting !WOON,Met deze avonden willen we vooral de plaatselijke bewoners als eerste informeren over de kavel en de mogelijkheden. Meer gedetailleerde inf0rmatie over de procedure en aanpak staat op en .
14,Naar verwachting is de bestuurlijke besluitvorming over deze investeringsnota rond september 2022 afgerond.,We verwachten dat de bestuurlijke besluitvorming over deze investeringsnota rond september 2022 klaar is.
14,Vervolgens vindt juridische verankering plaats in een nieuw omgevingsplan.,Vervolgens leggen we het juridische vast in een nieuw omgevingsplan.
14,Daarna worden de bouwkavels door middel van een tender aanbesteed en vinden de eerste werkzaamheden in het park plaats.,Daarna besteden we de bouwkavels aan via een tender en beginnen de eerste werkzaamheden in het park.
14,"Nadat er door de ontwikkelende partijen (die voortkomen uit de tenderprocedure) bouwplannen zijn gemaakt en hier de benodigde omgevingsvergunningen voor zijn verleend, is de verwachting dat de bouw van de eerste woningen in 2025 plaatsvindt.",Dit nadat de ontwikkelende partijen uit de tenderprocedure bouwplannen hebben gemaakt en de benodigde omgevingsvergunningen zijn verleend.
14,In onderstaande tijdlijn is het planvormingsproces en de momenten van inspraak schematisch weergegeven.,In onderstaande tijdlijn staan het planvormingsproces en de momenten van inspraak.
15,xxx xxx xxx,xxx xxx xxx
15,Afgelopen jaar lazen we berichten in de media over collega’s die onveiligheid ervaren in hun werk en werkomgeving in Amsterdam.,Afgelopen jaar lazen we berichten in de media over collega’s die zich onveilig voelen in hun werk en werkomgeving in Amsterdam.
15,De leden van de Amsterdamse ondernemingsraad zetten zich in voor goede werkomstandigheden voor alle collega’s.,Wij zetten ons in voor goede werkomstandigheden voor alle collega’s.
15,"Mocht je een slechte ervaring hebben in je eigen werkomgeving, of in de werkomgeving van een collega, dan horen e/o lezen wij dat graag!","Heb je een slechte ervaring in je eigen werkomgeving, of in de werkomgeving van een collega?"
15,"Je kunt dan altijd terecht bij een van de collega’s in de ondernemingsraad, maar ook bij collega’s in de onderdelencommissies van de OR, die vrijwel bij alle directies beschikbaar zijn.",Je kunt dan altijd terecht bij een van de collega’s in de ondernemingsraad. Maar ook bij collega’s in de onderdelencommissies (OC’s) van de OR.
15,Daarnaast hebben de ondernemingsraad en de bestuurder (werkgever) afspraken over de inzet- en beschikbaarheid van vertrouwenspersonen.,Daarnaast maakten we met onze werkgever afspraken over de inzet en beschikbaarheid van vertrouwenspersonen.
15,Deze specifiek opgeleide collega’s zijn beschikbaar om in vertrouwen jouw verhaal aan te horen en je verder te helpen ().,Deze specifiek opgeleide collega’s zijn er om in vertrouwen jouw verhaal aan te horen en je verder te helpen ().
15,De resultaten en beoogde verbeteringen worden ook met de ondernemingsraad besproken.,De resultaten en gewenste verbeteringen worden ook met ons besproken.
15,Wij wensen iedereen van harte veilig werk en een veilige werkomgeving!,Wij willen voor iedereen veilig werk en een veilige werkomgeving.
15,"We kennen natuurlijk allemaal de huidige PVB –cyclus (Planning, Voortgang en Beoordelen).","We kennen natuurlijk allemaal de huidige PVB–cyclus (Planning, Voortgang en Beoordelen)."
15,Als werkgever is de gemeente Amsterdam van plan om met ingang van 1 januari 2023 de opzet van medewerker gesprekken te veranderen.,De organisatie wil vanaf 1 januari 2023 de opzet van medewerkersgesprekken veranderen.
15,Doel is om in januari 2o23 te starten met het Modern Ontwikkelgesprek (MOG) wat aansluit op een meer faciliterende stijl van leidinggeven.,Vanaf dan gebruiken we het Modern Ontwikkelgesprek (MOG).
15,Inmiddels heeft de OR in december 2021 de instemmingsaanvraag ontvangen en is uitgezet bij de cie Personeel.,Inmiddels ontving de OR in december 2021 de instemmingsaanvraag; die hebben we uitgezet bij de OR-commissie Personeel.
15,Inmiddels is de projectleider MOG uitgenodigd om de aanvraag verder toe te lichten.,Inmiddels hebben zij de projectleider MOG uitgenodigd om de aanvraag verder toe te lichten.
15,De OR verwacht medio maart met een advies te komen richting bestuurder.,De OR verwacht rond maart een advies te geven aan de gemeentesecretaris.
15,In 2015 werden de decentrale ICT afdelingen van de voormalige stadsdelen en diensten gecentraliseerd.,In 2015 kwamen de losse ICT-afdelingen van de voormalige stadsdelen en diensten samen.
15,De werkzaamheden van medewerkers werden in een centrale beheerorganisatie geplaatst en de medewerkers werden onder de verantwoordelijkheid van de directie ICT geplaatst.,De werkzaamheden van medewerkers kwamen in een centrale beheerorganisatie en de medewerkers vielen onder de directie ICT.
15,Een aantal medewerkers werd in afwachting van de uiteindelijke inrichting boven formatief geplaatst.,"Een aantal medewerkers bleef werken in afwachting van de uiteindelijke inrichting, maar wel buiten de begrote formatie."
15,De organisatie is na 2015 gestart met de doorontwikkeling en heeft door middel van politieke besluiten de gehele ICT beheerorganisatie aan- en uitbesteed aan verschillende aanbesteders.,De organisatie begon na 2015 met verder veranderen en heeft via politieke besluiten de hele ICT-beheerorganisatie uitbesteed aan verschillende organisaties buiten de gemeente.
15,Er werden tussen 2015 en 2018 een aantal medewerkers bijeenkomsten gehouden waarbij werd aangegeven dat de ICT organisatie zou worden omgevormd tot een regie organisatie dat samen zou gaan werken met aanbesteders.,Daar werd aangegeven dat de ICT-organisatie zou veranderen in een regie-organisatie.
15,"De personele gevolgen die verbonden waren aan deze aan en uitbestedingen bleven lange tijd ongewis en medewerkers wisten niet beter dan dat zij deel uit zouden gaan maken van een regie organisatie, die op dit stadium nog niet nader kon worden gespecificeerd.","Medewerkers wisten niet beter dan dat zij zouden werken in een regie-organisatie, hoewel het toen nog niet duidelijk was hoe die eruit zou zien."
15,Eind 2020 werden tijdens een belangrijke medewerkers bijeenkomt aangegeven dat personele gevolgen t.a.v.,Eind 2020 werd er tijdens een belangrijke medewerkersbijeenkomst aangegeven dat er toch wel flinke gevolgen voor het personeel konden zijn.
15,Het advies op de reorganisatie Directie ICT werd in april 2021 aan de OR voorgelegd.,De OR kreeg in april 2021 de adviesaanvraag op de reorganisatie van de directie ICT.
15,"De OR heeft ten aanzien van dit uitzonderlijk verander en reorganisatietraject, diverse goede adviezen en aanbevelingen in het OR advies opgenomen bijvoorbeeld voor het hanteren van één peildatum binnen een reorganisatiedomein en niet in te zetten op het boventallig verklaren van medewerkers, maar medewerkers vanuit de préboventalligheid , via een van werk-naar-werk traject op een baan te plaatsen.",Maar eraan werken om medewerkers vanuit de préboventalligheid op een baan te plaatsen via een van-werk-naar-werk-traject.
15,Het afgegeven OR-advies en aanbevelingen werden echter overgenomen.,De werkgever nam alleen het afgegeven OR-advies en de aanbevelingen niet over.
15,I-domein) is gemaakt in.,Vooral omdat er in het voorgenomen besluit een splitsing is gemaakt tussen de reorganisatie van ICT en van het I-domein.
15,Maar bij terugkoppeling naar de achterban werd vanuit de zeggenschap aangegeven dat zij niet akkoord konden gaan met punt 5.van het voorlopige akkoord.,Maar bij terugkoppeling naar de achterban werd vanuit de werkgever aangegeven dat zij niet akkoord konden gaan met 1 punt in het voorlopige akkoord.
15,"De Gemeente Secretaris (GS) belegde op 28 december 2021 een bijeenkomst waarbij de GS, de",Uiteindelijk riep de gemeentesecretaris (GS) op 28 december 2021 verschillende partijen bij elkaar om nog eens te onderhandelen.
16,Onderwerp: Het Medewerkerwaarderingsonderzoek van gemeente Amsterdam,Onderwerp: Het Medewerkerswaarderingsonderzoek van de gemeente Amsterdam
16,"Wat vind je van je werk, je team, de organisatie?",We willen graag weten wat je van je werk vindt. En van je team en van de hele organisatie.
16,Wat gaat goed en wat kan beter?,Wat gaat er goed en wat kan er beter?
16,Doe mee met het medewerkerwaarderingsonderzoek.,Doe mee met het medewerkerswaarderingsonderzoek.
